Tanggal,Kelembapan Rata-rata
1980-12-31,86.0
1981-12-31,86.0
1982-12-31,86.0
1983-12-31,86.0
1984-12-31,86.0
1985-12-31,77.74520547945205
1986-12-31,80.53424657534246
1987-12-31,78.55205479452054
1988-12-31,78.77322404371584
1989-12-31,77.73561643835616
1990-12-31,78.05479452054794
1991-12-31,80.83013698630137
1992-12-31,76.93442622950819
1993-12-31,77.12465753424658
1994-12-31,75.01643835616439
1995-12-31,77.92054794520548
1996-12-31,76.35382513661202
1997-12-31,77.41780821917808
1998-12-31,77.5
1999-12-31,79.3917808219178
2000-12-31,78.1639344262295
2001-12-31,78.1945205479452
2002-12-31,76.15753424657534
2003-12-31,80.82328767123288
2004-12-31,82.8224043715847
2005-12-31,81.21369863013699
2006-12-31,79.7013698630137
2007-12-31,76.71780821917808
2008-12-31,74.68306010928961
2009-12-31,75.63835616438357
2010-12-31,79.62602739726027
2011-12-31,76.58904109589041
2012-12-31,75.23497267759562
2013-12-31,78.4
2014-12-31,76.73972602739725
2015-12-31,77.82876712328768
2016-12-31,78.90437158469945
2017-12-31,78.36027397260274
2018-12-31,74.86712328767123
2019-12-31,75.42054794520548
2020-12-31,76.24453551912568
2021-12-31,75.96849315068494
2022-12-31,77.61898238747554
2023-12-31,76.67690802348336
