Tanggal,Temperatur Maksimum
1980-12-31,30.5
1981-12-31,30.5
1982-12-31,30.5
1983-12-31,30.5
1984-12-31,30.5
1985-12-31,31.739178082191778
1986-12-31,31.61397260273973
1987-12-31,31.562328767123287
1988-12-31,31.763114754098357
1989-12-31,31.6086301369863
1990-12-31,31.54835616438356
1991-12-31,31.38191780821918
1992-12-31,31.38060109289617
1993-12-31,31.305068493150685
1994-12-31,31.643835616438356
1995-12-31,31.89506849315069
1996-12-31,31.90218579234973
1997-12-31,31.532328767123285
1998-12-31,32.7
1999-12-31,31.767123287671232
2000-12-31,31.923224043715845
2001-12-31,32.061095890410954
2002-12-31,32.12986301369863
2003-12-31,32.51972602739726
2004-12-31,32.30956284153005
2005-12-31,32.65520547945206
2006-12-31,31.775890410958905
2007-12-31,32.20315068493151
2008-12-31,32.03101092896175
2009-12-31,32.5827397260274
2010-12-31,32.33123287671233
2011-12-31,31.887260273972604
2012-12-31,31.936612021857922
2013-12-31,32.37575342465753
2014-12-31,32.06931506849315
2015-12-31,31.484383561643835
2016-12-31,32.205601092896174
2017-12-31,32.253150684931505
2018-12-31,32.57876712328767
2019-12-31,32.298630136986304
2020-12-31,32.85286885245902
2021-12-31,32.693424657534244
2022-12-31,32.49095890410959
2023-12-31,32.20178082191781
